Address,info_a,info_b,price,size
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
29 270 €


","

29 270 €




50 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
35 943 €


","

35 943 €




64,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
36 177 €


","

36 177 €




65 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+tpk
			","
36 938 €


","

36 938 €




67 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+kt
			","
28 684 €


","

28 684 €




49,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
25 582 €


","

25 582 €




42,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
35 709 €


","

35 709 €




65,5 m²



"
"Mäkelänkatu 42 A, Vallila, Helsinki","
				Kerrostalo, 1946
			","
				2h, k, kph, et
			","
272 000 €


","

272 000 €




55 m²



"
"Santakatu 1 D, Ruoholahti, Helsinki","
				Kerrostalo, 1993
			","
				2h, k, kph, las.parveke
			","
392 000 €


","

392 000 €




65 m²



"
"Arabiankatu 19, Toukola, Helsinki","
				Kerrostalo, 2006
			","
				2h + k + kph + p
			","
335 000 €


","

335 000 €




65,5 m²



"
"Luoteisväylä 30 A, Lauttasaari, Helsinki","
				Kerrostalo, 1960
			","
				3h+k+kph+parv.
			","
410 000 €


","

410 000 €




71 m²



"
"Munkkisaarenkatu 2, Munkkisaari, Helsinki","
				Kerrostalo, 2012
			","
				3h, avok, kph, s, 2 parveketta
			","
995 000 €


","

995 000 €




84 m²



"
"Lauttasaarentie 12 A, Lauttasaari, Helsinki","
				Kerrostalo, 1984
			","
				2h+avok+kph+s+p
			","
315 000 €


","

315 000 €




56 m²



"
"halkolaituri, helsinki","
				Muu, 1979
			","
				2h
			","
69 000 €


","

69 000 €




60 m²



"
"Raisiontie 5 A, Ruskeasuo, Helsinki","
				Kerrostalo, 1949
			","
				2h, avok, khh, kph, et
			","
298 000 €


","

298 000 €




52 m²



"
"Huopalahdentie 19 D, Munkkiniemi, Helsinki","
				Kerrostalo, 2019
			","
				3h+k+s+kh+wc+las.parveke
			","
520 000 €


","

520 000 €




70,5 m²



"
"Kiviparintie 2, Myllypuro, Helsinki","
				Kerrostalo, 2011
			","
				2H+KT+S
			","
37 415 €


","

37 415 €




61,5 m²



"
"Pohjantähdentie 59 A, Suutarila, Helsinki","
				Paritalo, 2020
			","
				3h+avok+s
			","
329 000 €


","

329 000 €




57 m²



"
"Laajasuontie 2, Etelä-Haaga, Helsinki","
				Kerrostalo, 1964
			","
				2h, k, kph, vh, parv.
			","
250 000 €


","

250 000 €




52 m²



"
"Pengerkatu 6, Torkkelinmäki, Helsinki","
				Kerrostalo, 1938
			","
				2h+kk+alk.+kph
			","
227 000 €


","

227 000 €




41,5 m²



"
"Mikonkatu 25, Kaisaniemi, Helsinki","
				Kerrostalo, 1974
			","
				2-3h, k, s
			","
549 000 €


","

549 000 €




72 m²



"
"Purotie 3 C, Pitäjänmäki, Helsinki","
				Kerrostalo, 2008
			","
				3h+k+sauna+las.parv.
			","
440 000 €


","

440 000 €




86 m²



"
"Peukaloisentie 4, Roihuvuori, Helsinki","
				Kerrostalo, 1965
			","
				2 h, k, kph, lasitettu parveke
			","
268 000 €


","

268 000 €




53 m²



"
"Mäkelänkatu 93, Käpylä, Helsinki","
				Kerrostalo, 2022
			","
				2h + p
			","
292 000 €


","

292 000 €




43,5 m²



"
"Huopalahdentie 10, Munkkiniemi, Helsinki","
				Kerrostalo, 1938
			","
				3h, avokeittiö, rt, kph, erill. wc, parveke
			","
519 000 €


","

519 000 €




82,5 m²



"
"Kauppiaankatu 13, Katajanokka, Helsinki","
				Kerrostalo, 1901
			","
				2h+kk+kph+erill.wc
			","
485 000 €


","

485 000 €




57,1 m²



"
"Aleksis Kiven katu 48, Alppiharju, Helsinki","
				Kerrostalo, 1962
			","
				2h+k+kph+parv
			","
310 000 €


","

310 000 €




52,5 m²



"
"Mäkitorpantie 12 A, Oulunkylä, Helsinki","
				Kerrostalo, 1965
			","
				3, k, kph, vh, lasitettu parv.
			","
315 000 €


","

315 000 €




65 m²



"
"Pirkkolantie 1, Pirkkola, Helsinki","
				Kerrostalo, 2023
			","
				3-4h,kt,s,lasitettu parveke
			","
489 250 €


","

489 250 €




78,5 m²



"
"Merimiehenkatu 18 B, Punavuori, Helsinki","
				Kerrostalo, 1906
			","
				2 h + k + rt. + kph + eril. wc (yhtiöj. mukaan 1 h + k + kh + WC)
			","
398 000 €


","

398 000 €




48 m²



"
"Vanha talvitie 31 A39, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				1h+kph
			","
378 200 €


","

378 200 €




61 m²



"
"Kivelänkatu 1 b, Töölö, Helsinki","
				Kerrostalo, 1934
			","
				2 h + kk
			","
273 000 €


				Hoitovastike 255,4 €/kk
			
","

273 000 €


				Hoitovastike 255,4 €/kk
			


42 m²

				6 500 €/m²
			


1/6

				Kerros
			

"
"Vanha talvitie 31 A8, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				1h+kph
			","
455 300 €


","

455 300 €




78,5 m²



"
"Maaherrantie 34 B 60, Oulunkylä, Helsinki","
				Kerrostalo, 2023
			","
				2H+KT
			","
345 100 €


				Hoitovastike 221,5 €/kk
			
","

345 100 €


				Hoitovastike 221,5 €/kk
			


51,5 m²

				6 701 €/m²
			


5/7

				Kerros
			

"
"Tehtaankatu 8, Ullanlinna, Helsinki","
				Kerrostalo, 1962
			","
				2h, k, kph, parveke
			","
398 000 €


","

398 000 €




54 m²



"
"Larin Kyöstin polku 4 A 13, Oulunkylä, Helsinki","
				Kerrostalo, 2024
			","
				3H+KT+S
			","
449 700 €


				Hoitovastike 341,6 €/kk
			
","

449 700 €


				Hoitovastike 341,6 €/kk
			


69 m²

				6 517,4 €/m²
			


2/4

				Kerros
			

"
"Larin Kyöstin polku 4 A 11, Oulunkylä, Helsinki","
				Kerrostalo, 2024
			","
				2H+KT
			","
332 200 €


				Hoitovastike 230,2 €/kk
			
","

332 200 €


				Hoitovastike 230,2 €/kk
			


46,5 m²

				7 144,1 €/m²
			


2/4

				Kerros
			

"
"Naapurintie 2 G, Kontula, Helsinki","
				Kerrostalo, 1966
			","
				2h+k+ph-wc+lasitettu parveke
			","
165 000 €


","

165 000 €




59,5 m²



"
"Hakaniemen torikatu 2 A, Hakaniemi, Helsinki","
				Kerrostalo, 1907
			","
				2h,kk,kh
			","
415 000 €


","

415 000 €




54 m²



"
"Siltakylänkuja 7 D, Siltamäki, Helsinki","
				Rivitalo, 2018
			","
				2h+k+kph+piha
			","
199 000 €


","

199 000 €




44,5 m²



"
"Beckerintie 9, Malminkartano, Helsinki","
				Kerrostalo, 1984
			","
				2h+k+s+lasitettu parveke
			","
139 000 €


","

139 000 €




60,5 m²



"
"Patterikuja 4, Mellunkylä, Helsinki","
				Luhtitalo, 2003
			","
				2h+k+s
			","
24 515 €


","

24 515 €




60 m²



"
"Postiljooninkatu 13 A, Postipuisto, Helsinki","
				Kerrostalo, 2023
			","
				2h, k, kph, parveke
			","
230 400 €


","

230 400 €




39,5 m²



"
"Rauhankatu 8 C, Kruununhaka, Helsinki","
				Kerrostalo, 1928
			","
				2h, k, kph x 2 (yj:n mukaan 2h+k+palv.h)
			","
648 000 €


","

648 000 €




73,6 m²



"
"Temperankatu 3 G, Kuninkaantammi, Helsinki","
				Rivitalo, 2022
			","
				2h, k, kph, terassi
			","
238 000 €


","

238 000 €




55 m²



"
"Koreankatu 2 C, Toukola, Helsinki","
				Kerrostalo, 2018
			","
				2h, avok, parvi, 2xkph, kodinhoitotila, s
			","
389 000 €


","

389 000 €




62 m²



"
"Miina Sillanpään katu 4 B, Hakaniemi, Helsinki","
				Kerrostalo, 1940
			","
				2h, avok, kph
			","
342 000 €


","

342 000 €




56,4 m²



"
"Ruusulankatu 3, Taka-Töölö, Helsinki","
				Kerrostalo, 1940
			","
				2h, alk, kph, parveke
			","
349 000 €


","

349 000 €




53 m²



"
"Mäenalus 19, Tapaninkylä, Helsinki","
				Omakotitalo, 1930
			","
				2-3 h, k, p
			","
250 000 €


","

250 000 €




60 m²



"
"Sallatunturintie 1, Mellunmäki, Helsinki","
				Kerrostalo, 1968
			",,"
154 000 €


","

154 000 €




55 m²



"
"Kanneltie 4, Kannelmäki, Helsinki","
				Kerrostalo, 1961
			","
				3h, k, kph, las.parveke
			","
229 000 €


","

229 000 €




69,5 m²



"
"Lauttasaarentie 52 B, Lauttasaari, Helsinki","
				Kerrostalo, 2017
			","
				2h+k+kph+vh+las.parveke
			","
349 000 €


","

349 000 €




44,5 m²



"
"Yllästunturintie 2, Mellunmäki, Helsinki","
				Kerrostalo, 1976
			","
				2h + kk + parveke länteen
			","
144 000 €


","

144 000 €




45 m²



"
"Disankatu 4 A, Kruunuvuorenranta, Helsinki","
				Kerrostalo, 2020
			","
				2 h, avok, kph, lasit. p. (yj: 2H+KT)
			","
245 000 €


","

245 000 €




48 m²



"
"Hiirakonkuja 8 A 3, Tapaninvainio, Helsinki","
				Rivitalo, 2016
			","
				3h+avok+2kph+s+las.parv+ter+v
			","
310 000 €


","

310 000 €




80 m²



"
"Prinssintie 4 B, Roihuvuori, Helsinki","
				Kerrostalo, 1956
			","
				2h+kk+rt+parveke
			","
199 000 €


","

199 000 €




51,5 m²



"
"Mäkelänkatu 97 A, Käpylä, Helsinki","
				Kerrostalo, 2003
			","
				2h, keittiö, sauna, kph, parveke (2h+k+s)
			","
315 000 €


","

315 000 €




60,5 m²



"
"Veräjä 8 D, Oulunkylä, Helsinki","
				Kerrostalo, 2022
			","
				3h+k
			","
328 000 €


","

328 000 €




59 m²



"
"Saarnaajantie 6, Länsi-Pakila, Helsinki","
				Paritalo, 2020
			","
				3h, k, wc, kph, s, var., terassipiha, autopaikka
			","
360 000 €


","

360 000 €




68 m²



"
"Kapteeninkatu 4-6 G, Ullanlinna, Helsinki","
				Kerrostalo, 1906
			","
				2h (yj)
			","
428 000 €


","

428 000 €




47,8 m²



"
"Taidemaalarinkatu 1, Kaarela, Helsinki","
				Kerrostalo, 2019
			","
				2h+kt
			","
36 243 €


","

36 243 €




48 m²



"
"Perhosenkierto 33, Kaarela, Helsinki","
				Kerrostalo, 2016
			","
				3h+kt
			","
34 093 €


","

34 093 €




60 m²



"
"Kastellinpolku 6, Mellunkylä, Helsinki","
				Rivitalo, 2011
			","
				3h+k+s
			","
46 979 €


","

46 979 €




79 m²



"
"Mikkolantie 4 A, Oulunkylä, Helsinki","
				Kerrostalo, 2014
			","
				2H+kk+parv
			","
289 000 €


","

289 000 €




54 m²



"
"Pikalähetintie 18, Oulunkylä, Helsinki","
				Kerrostalo, 1957
			","
				3h+k+kph+vh+parveke
			","
249 000 €


","

249 000 €




64 m²



"
"Biologinkatu 6 B, Viikki, Helsinki","
				Kerrostalo, 2007
			","
				3h+avokeittiö+kph+vh+iso las.parveke
			","
255 490 €


","

255 490 €




60,5 m²



"
"Läntinen Papinkatu 6 A, Kallio, Helsinki","
				Kerrostalo, 1960
			","
				3h+k
			","
407 000 €


","

407 000 €




64 m²



"
"Sofianlehdonkatu 7 B, Käpylä, Helsinki","
				Kerrostalo, 1952
			","
				2 - 3h+k+khwc+p (yj 2h+k+khwc+p)
			","
260 000 €


","

260 000 €




60 m²



"
"Capellanaukio 1 A, Kalasatama, Helsinki","
				Kerrostalo, 2018
			","
				3-4 h, k, s, lasitettu parveke
			","
668 000 €


","

668 000 €




82 m²



"
"Telkkäkuja 4 D, Lauttasaari, Helsinki","
				Kerrostalo, 1963
			","
				2h + k + kph + lasitettu parveke
			","
358 000 €


","

358 000 €




54 m²



"
"Albertinkatu 12, Punavuori, Helsinki","
				Kerrostalo, 1938
			","
				2h, k, rt, kph, et
			","
365 000 €


","

365 000 €




46 m²



"
"Verkkosaarenkatu 12 A, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				2h+alkovi/työtila+avok+kph+s+iso lasitettu parveke
			","
468 000 €


","

468 000 €




56 m²



"
"Metsäläntie 8 b A37, Pasila, Helsinki","
				Kerrostalo, 2023
			","
				2h+kt+kt
			","
348 075 €


","

348 075 €




59,5 m²



"
"Metsäläntie 8 b A1, Pasila, Helsinki","
				Kerrostalo, 2023
			","
				2h+kt+työtila
			","
384 190 €


","

384 190 €




103 m²



"
"Metsäläntie 8 a A27, Pohjois-Pasila, Helsinki","
				Kerrostalo, 2023
			","
				2h+kt
			","
272 600 €


","

272 600 €




47 m²



"
"Ilotulitustie 12, Marjaniemi, Helsinki","
				Kerrostalo, 1998
			","
				3H+K+S
			","
35 294 €


","

35 294 €




78 m²



"
"Eerikinkatu 48, Hietalahti, Helsinki","
				Kerrostalo, 1926
			","
				2h + avok
			","
590 000 €


","

590 000 €




50,5 m²



"
"Annankatu 4 A, Punavuori, Helsinki","
				Kerrostalo, 1936
			","
				2h, avok, kph
			","
319 000 €


","

319 000 €




39,5 m²



"
"Rullakkokatu 3 A 36, Pasila, Helsinki","
				Kerrostalo, 2022
			","
				3h+kt
			","
446 034 €


","

446 034 €




73 m²



"
"Kytösuontie 8 A, Pikku-Huopalahti, Helsinki","
				Kerrostalo, 1991
			","
				3h+k+kph+vh+lasitettu parveke ( yj:n mukaan 3h+k)
			","
280 000 €


","

280 000 €




67,5 m²



"
"Koskelantie 23, Käpylä, Helsinki","
				Kerrostalo, 1952
			","
				2h+k+khwc+p+sp
			","
510 000 €


","

510 000 €




75,8 m²



"
"Santavuorentie 6 A, Haaga, Helsinki","
				Kerrostalo, 1952
			","
				2h,k,kph,vh, parveke
			","
272 000 €


","

272 000 €




44 m²



"
"Verkkosaarenkatu 12 A, Verkkosaari´, Helsinki","
				Kerrostalo, 2024
			","
				2h+avok+kph+lasitettu parveke
			","
442 000 €


","

442 000 €




52 m²



"
"Alakiventie 1, Myllypuro, Helsinki","
				Kerrostalo, 1965
			","
				2h, kk, kh, alk,
			","
149 000 €


","

149 000 €




46,5 m²



"
"Kolmas Linja 7 B, Kallio, Helsinki","
				Kerrostalo, 1940
			","
				2h+kk+halli
			","
329 000 €


","

329 000 €




56 m²



"
"Ilotulitustie 12, Marjaniemi, Helsinki","
				Kerrostalo, 1998
			","
				3H+K+S
			","
32 984 €


","

32 984 €




78 m²



"
"Ilotulitustie 12, Marjaniemi, Helsinki","
				Kerrostalo, 1998
			","
				3H+K+S
			","
32 716 €


","

32 716 €




78 m²



"
"Mikonkatu 11 A, Kluuvi, Helsinki","
				Kerrostalo, 2012
			","
				3h+k+kph+s+wc
			","
1 049 000 €


","

1 049 000 €




120 m²



"
"Rihlakuja 8 b, Myllypuro, Helsinki","
				Paritalo, 1986
			","
				3h+k+kph+s+erill.wc+vh+varasto
			","
275 000 €


","

275 000 €




72 m²



"
"Teerisuontie 12 A, Malmi, Helsinki","
				Kerrostalo, 1980
			","
				2 h, k, kph, vh, p.
			","
125 000 €


","

125 000 €




58,5 m²



"
"Sörnäistenkatu 19 D, Hermanni, Helsinki","
				Kerrostalo, 2008
			","
				3h+avok+kph+ransk.parv+lasit.parv
			","
436 000 €


","

436 000 €




65,5 m²



"
"Kontulankaari 3, Kontula, Helsinki","
				Kerrostalo, 1967
			","
				2h, k, kph, erillinen wc, lasitettu parveke
			","
125 000 €


","

125 000 €




59,5 m²



"
"Insinöörinkatu 14 a, Herttoniemi, Helsinki","
				Kerrostalo, 2022
			","
				2h + avok + s + p
			","
299 000 €


","

299 000 €




47 m²



"
"Radiokatu 10 D, Länsi-Pasila, Helsinki","
				Kerrostalo, 1983
			","
				2h+k+kph+s+wc+terassi ja piha (yj 2h+k+s+piha)
			","
345 000 €


","

345 000 €




61 m²



"
"Tankomäenkatu 14 A, Vartiokylä, Helsinki","
				Kerrostalo, 2019
			","
				2h+avok
			","
169 900 €


","

169 900 €




43 m²



"
"Köydenpunojankatu 4a D, Hietalahti, Helsinki","
				Kerrostalo, 1939
			","
				1-2h, työtila, vh, avokeittiö, kph
			","
630 000 €


","

630 000 €




80 m²



"
"Sallatunturintie 2 A, Mellunmäki, Helsinki","
				Kerrostalo, 1969
			","
				3h, keittiö, kph, parveke
			","
175 000 €


","

175 000 €




73 m²



"
"Kurkisuontie 14 D, Kurkimäki, Helsinki","
				Kerrostalo, 1984
			","
				2h+k+s
			","
139 000 €


","

139 000 €




64 m²



"
"Artturi Kanniston tie 3, Etelä-Haaga, Helsinki","
				Kerrostalo, 1958
			","
				3h, k, rt, kph, parveke
			","
415 000 €


","

415 000 €




75 m²



"
"Mannerheimintie 148 A, Meilahti, Helsinki","
				Kerrostalo, 1945
			","
				2-3h,avok,kph,vh
			","
389 000 €


","

389 000 €




60 m²



"
"Hiekkalaiturinraitti 12 B, Kallahti, Helsinki","
				Kerrostalo, 1993
			","
				2h+k
			","
199 000 €


","

199 000 €




61 m²



"
"Hämeentie 2 b, Kallio, Helsinki","
				Kerrostalo, 1928
			","
				3h+k+kph
			","
489 000 €


","

489 000 €




70 m²



"
"Laulurastaantie 11 A, Tapaninvainio, Helsinki","
				Kerrostalo, 1983
			","
				2h+k+terassipiha
			","
209 000 €


","

209 000 €




56,5 m²



"
"Poutuntie 10 B, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1953
			","
				2h+kk
			","
230 000 €


","

230 000 €




41 m²



"
"Berliininkatu 9 B, Arabianranta, Helsinki","
				Kerrostalo, 2015
			","
				3h+avokeittiö+s+kph+lasitettu parveke
			","
538 000 €


				Hoitovastike 414,7 €/kk
			
","

538 000 €


				Hoitovastike 414,7 €/kk
			


71,5 m²

				7 524,5 €/m²
			


4/12

				Kerros
			

"
"Tankomäenkatu 10 C, Mellunkylä, Helsinki","
				Kerrostalo, 2019
			","
				3H+K
			","
239 000 €


","

239 000 €




70,5 m²



"
"Susitie 20 B, Herttoniemi, Helsinki","
				Kerrostalo, 1951
			","
				2h + kk
			","
208 000 €


","

208 000 €




40 m²



"
"Veräjä 8 E, Veräjälaakso, Helsinki","
				Kerrostalo, 2023
			","
				2h+kk
			","
201 884 €


","

201 884 €




34 m²



"
"Veräjä 8 E, Veräjälaakso, Helsinki","
				Kerrostalo, 2023
			","
				2h+kk
			","
191 003 €


","

191 003 €




34 m²



"
"Porintie 9, Munkkivuori, Helsinki","
				Kerrostalo, 1957
			","
				2h,k,vh,p,kh, lasit.parv.
			","
259 000 €


","

259 000 €




52,1 m²



"
"Helsinginkatu 34, Kallio, Helsinki","
				Kerrostalo, 2008
			","
				2h, avok., sauna ja ransk. parveke
			","
398 000 €


","

398 000 €




64,5 m²



"
"Alankotie 18 C, Puistola, Helsinki","
				Rivitalo, 1980
			","
				3h, avok, kph, s, wc, vh, p, terassi, piha, autokatos
			","
330 000 €


","

330 000 €




74 m²



"
"Punavuorenkatu 15 A, Punavuori, Helsinki","
				Kerrostalo, 1962
			","
				2H+KK
			","
325 000 €


","

325 000 €




42 m²



"
"Laurinniityntie 17a B, Lassila, Helsinki","
				Kerrostalo, 1991
			","
				3h+k+s+parveke
			","
265 000 €


","

265 000 €




63 m²



"
"Jäkälätie 13 b, Tapaninkylä, Helsinki","
				Rivitalo, 1998
			","
				3h+k+s
			","
30 372 €


","

30 372 €




77 m²



"
"Verkkosaarenranta 14, Verkkosaari, Helsinki","
				Kerrostalo, 2025
			","
				3h + avok + erilis WC + parveke
			","
404 140 €


","

404 140 €




69,5 m²



"
"Heinäpellontie 26 B, Malmi/Tapaninkylä, Helsinki","
				Kerrostalo, 1985
			","
				2h, k, s
			","
185 000 €


","

185 000 €




55 m²



"
"Solvikinkatu 11 A, Aurinkolahti, Helsinki","
				Kerrostalo, 2003
			","
				3h, k, s
			","
398 000 €


","

398 000 €




78 m²



"
"Katajaharjuntie 12 B, Lauttasaari, Helsinki","
				Kerrostalo, 2001
			","
				3h+k+2x kph+wc+lasitet.parv.+autotalli
			","
935 000 €


","

935 000 €




87 m²



"
"Katajaharjuntie 12 B, Lauttasaari, Helsinki","
				Kerrostalo, 2001
			","
				3-4h+k+2x kph+wc+varasto+lasitet.parveke
			","
870 000 €


","

870 000 €




87 m²



"
"Vattuniemenkatu 14, Lauttasaari, Helsinki","
				Kerrostalo, 1977
			","
				3h, avok, kph, vh, lasitettu parveke
			","
442 000 €


","

442 000 €




67,5 m²



"
"Kalevankatu 61 B, Kamppi, Helsinki","
				Kerrostalo, 1986
			","
				3h, k, wc, kph, sauna, lasitettu parveke
			","
475 000 €


","

475 000 €




64 m²



"
"Reiherintie 8 E, Laajasalo, Helsinki","
				Rivitalo, 1977
			","
				3h, k, kph, s, wc, terassi (yj. 3h+k)
			","
324 000 €


","

324 000 €




82 m²



"
